,final_result,score,sum_click,Engagement
16735,Distinction,84,10919,0
16736,Fail,67,1296,0
16737,Fail,72,123,0
16738,Pass,67,3665,1
16739,Pass,81,272,0
16740,Pass,80,2977,1
16741,Withdrawn,89,905,0
16742,Pass,61,2369,1
16743,Distinction,93,6003,1
16744,Distinction,86,547,0
16745,Pass,65,302,0
16746,Pass,62,2608,1
16747,Pass,86,243,0
16748,Pass,80,1677,0
16749,Fail,87,314,0
16750,Pass,88,649,0
16751,Distinction,89,2029,0
16752,Pass,77,1639,0
16753,Fail,64,567,0
16754,Pass,72,422,0
16755,Distinction,71,412,0
16756,Pass,93,555,1
16757,Withdrawn,85,1215,0
16758,Withdrawn,44,710,0
16759,Fail,62,533,0
16760,Fail,60,1510,0
16761,Fail,57,367,0
16762,Pass,85,1092,0
16763,Pass,78,296,0
16764,Pass,73,4513,1
16765,Pass,70,305,0
16766,Distinction,100,1060,1
16767,Pass,83,1337,0
16768,Pass,73,592,0
16769,Pass,75,270,0
16770,Withdrawn,46,458,0
16771,Withdrawn,67,946,0
16772,Pass,74,425,0
16773,Pass,69,208,0
16774,Pass,83,2865,1
16775,Pass,85,484,0
16776,Pass,70,3109,1
16777,Distinction,96,3631,1
16778,Withdrawn,67,1349,0
16779,Pass,68,4168,1
16780,Distinction,97,3098,1
16781,Withdrawn,66,768,0
16782,Pass,75,3055,1
16783,Pass,79,4434,1
16784,Pass,85,565,0
16785,Withdrawn,80,2817,0
16786,Pass,64,1351,0
16787,Pass,74,979,0
16788,Pass,76,2291,1
16789,Pass,78,847,0
16790,Distinction,94,6431,1
16791,Fail,74,1164,0
16792,Distinction,95,3408,1
16793,Distinction,88,1246,0
16794,Fail,70,66,0
16795,Pass,83,2980,1
16796,Withdrawn,66,511,0
16797,Withdrawn,55,408,0
16798,Pass,83,3093,1
16799,Withdrawn,90,249,0
16800,Pass,81,5376,1
16801,Pass,85,1177,0
16802,Pass,91,949,1
16803,Fail,76,1363,0
16804,Pass,73,1721,1
16805,Distinction,89,7492,0
16806,Pass,81,245,0
16807,Distinction,91,1955,1
16808,Distinction,84,1350,0
16809,Distinction,86,651,0
16810,Distinction,96,5052,1
16811,Distinction,83,902,0
16812,Pass,78,2312,1
16813,Pass,79,1553,0
16814,Withdrawn,78,87,0
16815,Pass,83,2615,1
16816,Pass,86,916,0
16817,Pass,64,718,0
16818,Pass,53,53,0
16819,Withdrawn,55,435,0
16820,Pass,69,414,0
16821,Fail,58,1351,0
16822,Pass,73,643,0
16823,Withdrawn,76,1011,0
16824,Pass,84,216,0
16825,Distinction,91,749,1
16826,Fail,74,111,0
16827,Pass,86,4947,1
16828,Distinction,89,829,0
16829,Distinction,95,1202,1
16830,Pass,75,234,0
16831,Distinction,89,3040,0
16832,Pass,69,1710,1
16833,Fail,45,391,0
16834,Pass,65,1357,0
16835,Withdrawn,69,514,0
16836,Withdrawn,84,6781,0
16837,Withdrawn,71,1795,0
16838,Pass,88,1192,0
16839,Pass,86,568,0
16840,Withdrawn,83,4345,0
16841,Distinction,90,3964,0
16842,Pass,84,2923,1
16843,Withdrawn,86,713,0
16844,Pass,79,2220,1
16845,Distinction,92,1453,1
16846,Withdrawn,30,198,0
16847,Pass,82,1356,0
16848,Withdrawn,87,1064,0
16849,Pass,68,151,0
16850,Withdrawn,85,2016,0
16851,Pass,78,3621,1
16852,Pass,86,3856,1
16853,Pass,92,4298,1
16854,Distinction,98,1648,1
16855,Distinction,85,1298,0
16856,Distinction,90,2876,0
16857,Pass,78,5850,1
16858,Fail,49,882,0
16859,Pass,56,802,0
16860,Fail,78,181,0
16861,Fail,74,77,0
16862,Withdrawn,66,1974,0
16863,Distinction,73,1005,0
16864,Pass,78,5853,1
16865,Pass,84,639,0
16866,Fail,71,378,0
16867,Fail,66,621,0
16868,Fail,73,448,0
16869,Distinction,82,912,0
16870,Pass,78,635,0
16871,Pass,69,850,0
16872,Pass,81,1672,0
16873,Fail,76,2983,0
16874,Fail,45,22,0
16875,Pass,82,649,0
16876,Pass,94,1999,1
16877,Pass,76,202,0
16878,Distinction,91,1422,1
16879,Fail,60,75,0
16880,Pass,84,2210,1
16881,Fail,52,426,0
16882,Fail,93,26,1
16883,Withdrawn,75,44,0
16884,Fail,69,341,0
16885,Pass,83,1390,0
16886,Fail,62,258,0
16887,Withdrawn,85,1470,0
16888,Distinction,95,4307,1
16889,Pass,93,5651,1
16890,Pass,88,1993,1
16891,Distinction,90,1405,0
16892,Fail,59,765,0
16893,Distinction,90,907,0
16894,Pass,87,1678,0
16895,Fail,65,297,0
16896,Withdrawn,64,2622,0
16897,Pass,70,2420,1
16898,Pass,83,3740,1
16899,Distinction,76,2862,0
16900,Pass,76,2425,1
16901,Pass,75,1474,0
16902,Fail,69,704,0
16903,Pass,84,2204,1
16904,Fail,79,280,0
16905,Fail,52,363,0
16906,Distinction,89,327,0
16907,Distinction,91,745,1
16908,Pass,66,675,0
16909,Fail,86,2748,0
16910,Pass,81,152,0
16911,Pass,77,2422,1
16912,Withdrawn,75,565,0
16913,Pass,84,623,0
16914,Fail,54,131,0
16915,Fail,55,394,0
16916,Pass,77,3039,1
16917,Pass,85,527,0
16918,Pass,83,1317,0
16919,Withdrawn,70,2763,0
16920,Distinction,83,4193,0
16921,Withdrawn,40,182,0
16922,Pass,81,5534,1
16923,Distinction,88,413,0
16924,Pass,85,586,0
16925,Pass,89,4449,1
16926,Fail,65,567,0
16927,Pass,84,257,0
16928,Pass,76,520,0
16929,Pass,84,1013,0
16930,Pass,84,881,0
16931,Pass,84,4065,1
16932,Withdrawn,91,2926,1
16933,Pass,83,701,0
16934,Pass,78,743,0
16935,Pass,84,1333,0
16936,Fail,70,5571,0
16937,Fail,80,720,0
16938,Fail,83,465,0
16939,Pass,72,1339,0
16940,Distinction,91,942,1
16941,Fail,93,920,1
16942,Pass,68,8525,1
16943,Distinction,77,242,0
16944,Pass,61,1868,1
16945,Fail,72,304,0
16946,Pass,63,1216,0
16947,Distinction,95,1084,1
16948,Withdrawn,34,592,0
16949,Withdrawn,88,349,0
16950,Distinction,93,2035,1
16951,Fail,61,2286,0
16952,Withdrawn,66,1041,0
16953,Fail,65,983,0
16954,Pass,87,354,0
16955,Pass,92,11382,1
16956,Distinction,91,340,1
16957,Pass,55,1186,0
16958,Withdrawn,70,1353,0
16959,Withdrawn,79,2430,0
16960,Fail,76,528,0
16961,Pass,87,1316,0
16962,Withdrawn,70,2016,0
16963,Withdrawn,22,660,0
16964,Fail,55,368,0
16965,Pass,64,1624,0
16966,Distinction,87,1636,0
16967,Fail,82,285,0
16968,Distinction,93,328,1
16969,Withdrawn,58,1789,0
16970,Fail,80,798,0
16971,Pass,82,4218,1
16972,Pass,75,1165,0
16973,Pass,72,808,0
16974,Pass,75,1015,0
16975,Pass,94,3114,1
16976,Distinction,90,1590,0
16977,Fail,88,141,0
16978,Fail,61,654,0
16979,Pass,80,1244,0
16980,Distinction,94,4288,1
16981,Pass,71,1443,0
16982,Distinction,91,1768,1
16983,Withdrawn,78,294,0
16984,Pass,76,435,0
16985,Withdrawn,51,468,0
16986,Withdrawn,40,266,0
16987,Fail,56,734,0
16988,Fail,65,221,0
16989,Distinction,94,321,1
16990,Pass,88,1178,0
16991,Distinction,90,2931,0
16992,Pass,78,183,0
16993,Withdrawn,58,4060,0
16994,Pass,94,1908,1
16995,Withdrawn,55,2587,0
16996,Pass,89,2921,1
16997,Fail,78,199,0
16998,Pass,72,209,0
16999,Distinction,84,1377,0
17000,Withdrawn,86,308,0
17001,Pass,73,464,0
17002,Pass,68,2674,1
17003,Pass,79,114,0
17004,Pass,91,658,1
17005,Fail,65,248,0
17006,Pass,83,1637,0
17007,Pass,73,1317,0
17008,Fail,47,498,0
17009,Distinction,80,768,0
17010,Fail,56,2923,0
17011,Pass,86,374,0
17012,Distinction,93,1633,1
17013,Distinction,75,288,0
17014,Pass,79,685,0
17015,Pass,77,1015,0
17016,Fail,66,71,0
17017,Pass,58,215,0
17018,Distinction,88,1683,0
17019,Distinction,74,392,0
17020,Pass,75,1818,1
17021,Fail,48,204,0
17022,Distinction,88,281,0
17023,Withdrawn,52,365,0
17024,Pass,74,14391,1
17025,Fail,66,2446,0
17026,Fail,59,409,0
17027,Pass,77,246,0
17028,Pass,74,409,0
17029,Pass,69,1118,0
17030,Fail,100,148,1
17031,Pass,79,934,0
17032,Fail,87,1124,0
17033,Fail,66,156,0
17034,Pass,88,1441,0
17035,Distinction,98,2429,1
17036,Pass,83,688,0
17037,Pass,86,1116,0
17038,Pass,79,2509,1
17039,Pass,79,727,0
17040,Pass,83,1579,0
17041,Withdrawn,82,251,0
17042,Fail,70,2138,0
17043,Distinction,86,1338,0
17044,Pass,67,165,0
17045,Pass,76,350,0
17046,Pass,79,153,0
17047,Pass,83,248,0
17048,Pass,80,443,0
17049,Withdrawn,56,1833,0
17050,Pass,81,746,0
17051,Pass,89,934,0
17052,Withdrawn,85,82,0
17053,Pass,81,4820,1
17054,Distinction,97,1221,1
17055,Pass,81,175,0
17056,Fail,53,32,0
17057,Fail,63,1248,0
17058,Fail,83,977,0
17059,Pass,74,218,0
17060,Pass,52,1195,0
17061,Distinction,94,2063,1
17062,Pass,82,431,0
17063,Fail,80,278,0
17064,Fail,91,527,1
17065,Distinction,92,1908,1
17066,Pass,62,3321,1
17067,Pass,90,1397,0
17068,Distinction,97,8984,1
17069,Withdrawn,48,234,0
17070,Distinction,74,532,0
17071,Pass,77,353,0
17072,Pass,80,2939,1
17073,Pass,76,5437,1
17074,Distinction,88,5057,0
17075,Withdrawn,75,1276,0
17076,Distinction,95,1355,1
17077,Pass,88,4665,1
17078,Pass,64,1636,0
17079,Withdrawn,33,673,0
17080,Pass,89,1992,1
17081,Withdrawn,79,1327,0
17082,Pass,75,489,0
17083,Fail,73,900,0
17084,Pass,84,1888,1
17085,Distinction,86,4207,0
17086,Pass,79,703,0
17087,Withdrawn,46,366,0
17088,Fail,53,737,0
17089,Pass,78,694,0
17090,Fail,70,966,0
17091,Pass,89,1033,0
17092,Pass,77,1125,0
17093,Distinction,93,869,1
17094,Withdrawn,67,108,0
17095,Withdrawn,58,531,0
17096,Pass,78,2781,1
17097,Pass,83,1154,0
17098,Fail,65,1719,0
17099,Distinction,84,332,0
17100,Fail,82,560,0
17101,Distinction,93,7933,1
17102,Distinction,88,5251,0
17103,Pass,74,8497,1
17104,Pass,59,310,0
17105,Fail,1,145,0
17106,Pass,83,5248,1
17107,Pass,76,2493,1
17108,Pass,74,3834,1
17109,Pass,64,2690,1
17110,Fail,95,172,1
17111,Pass,59,271,0
17112,Pass,67,1301,0
17113,Withdrawn,65,230,0
17114,Withdrawn,54,821,0
17115,Pass,96,2416,1
17116,Distinction,85,526,0
17117,Distinction,90,1154,0
17118,Pass,46,1115,0
17119,Pass,65,616,0
17120,Pass,78,1235,0
17121,Withdrawn,6,147,0
17122,Fail,50,286,0
17123,Fail,54,106,0
17124,Pass,77,2308,1
17125,Pass,72,1356,0
17126,Fail,62,334,0
17127,Pass,86,98,0
17128,Fail,60,2300,0
17129,Pass,95,2681,1
17130,Distinction,82,1462,0
17131,Pass,84,1000,0
17132,Pass,88,912,0
17133,Fail,69,1028,0
17134,Pass,83,1375,0
17135,Fail,55,443,0
17136,Withdrawn,46,421,0
17137,Fail,76,666,0
17138,Fail,90,848,0
17139,Fail,51,2288,0
17140,Distinction,75,1207,0
17141,Pass,85,1619,0
17142,Pass,68,782,0
17143,Pass,52,2983,1
17144,Fail,48,1182,0
17145,Distinction,94,6603,1
17146,Pass,41,796,0
17147,Distinction,96,890,1
17148,Distinction,98,3162,1
17149,Fail,67,248,0
17150,Withdrawn,67,833,0
17151,Pass,48,1130,0
17152,Distinction,80,2517,0
17153,Fail,38,645,0
17154,Pass,81,370,0
17155,Pass,73,2750,1
17156,Withdrawn,33,688,0
17157,Pass,77,3967,1
17158,Fail,50,50,0
17159,Pass,68,1627,0
17160,Pass,90,2009,1
17161,Withdrawn,65,76,0
17162,Pass,82,3289,1
17163,Withdrawn,35,554,0
17164,Fail,45,433,0
17165,Withdrawn,75,59,0
17166,Fail,68,163,0
17167,Fail,62,224,0
17168,Distinction,94,740,1
17169,Withdrawn,67,223,0
17170,Pass,85,1186,0
17171,Fail,81,636,0
17172,Pass,86,1418,0
17173,Pass,83,1875,1
17174,Pass,85,9669,1
17175,Pass,71,2932,1
17176,Fail,70,388,0
17177,Withdrawn,22,339,0
17178,Pass,71,1788,1
17179,Distinction,68,2014,0
17180,Withdrawn,79,62,0
17181,Withdrawn,100,233,1
17182,Pass,82,3971,1
17183,Pass,90,5946,1
17184,Pass,86,4521,1
17185,Withdrawn,80,1308,0
17186,Pass,73,825,0
17187,Pass,71,173,0
17188,Pass,79,3893,1
17189,Fail,56,1233,0
17190,Pass,58,464,0
17191,Pass,60,1521,0
17192,Fail,59,3101,0
17193,Pass,74,3391,1
17194,Pass,66,195,0
17195,Distinction,77,721,0
17196,Distinction,88,1683,0
17197,Pass,78,2369,1
17198,Withdrawn,83,2377,0
17199,Withdrawn,67,1098,0
17200,Fail,75,1291,0
17201,Pass,77,909,0
17202,Distinction,90,1865,0
17203,Fail,79,373,0
17204,Pass,77,1850,1
17205,Pass,74,1744,1
17206,Pass,68,189,0
17207,Distinction,92,1292,1
17208,Pass,70,2091,1
17209,Withdrawn,70,750,0
17210,Pass,80,3278,1
17211,Withdrawn,63,724,0
17212,Fail,53,295,0
17213,Fail,61,761,0
17214,Pass,74,1446,0
17215,Withdrawn,28,930,0
17216,Pass,88,16227,1
17217,Withdrawn,24,433,0
17218,Withdrawn,26,662,0
17219,Fail,80,1444,0
17220,Pass,84,3315,1
17221,Pass,78,538,0
17222,Distinction,96,6472,1
17223,Pass,75,1450,0
17224,Fail,65,125,0
17225,Distinction,84,2132,0
17226,Withdrawn,64,86,0
17227,Withdrawn,65,194,0
17228,Withdrawn,30,246,0
17229,Withdrawn,95,138,1
17230,Pass,75,320,0
17231,Withdrawn,83,80,0
17232,Pass,84,4637,1
17233,Pass,70,3720,1
17234,Fail,41,66,0
17235,Pass,64,4582,1
17236,Pass,88,418,0
17237,Pass,74,2433,1
17238,Pass,85,2433,1
17239,Pass,79,1728,1
17240,Pass,86,3917,1
17241,Distinction,93,2781,1
17242,Pass,82,3836,1
17243,Pass,81,1119,0
17244,Pass,87,242,0
17245,Withdrawn,86,55,0
17246,Fail,70,363,0
17247,Pass,54,585,0
17248,Pass,97,1634,1
17249,Withdrawn,68,128,0
17250,Distinction,92,3482,1
17251,Fail,77,308,0
17252,Distinction,94,4398,1
17253,Pass,59,1405,0
17254,Withdrawn,31,197,0
17255,Withdrawn,60,99,0
17256,Pass,79,3916,1
17257,Distinction,90,6308,0
17258,Pass,70,6388,1
17259,Fail,53,796,0
17260,Withdrawn,50,643,0
17261,Pass,76,1630,0
17262,Distinction,82,3185,0
17263,Withdrawn,70,1469,0
17264,Fail,72,696,0
17265,Pass,68,603,0
17266,Fail,47,143,0
17267,Pass,85,1756,1
17268,Fail,59,563,0
17269,Fail,60,116,0
17270,Pass,80,1671,0
17271,Distinction,96,1345,1
17272,Distinction,87,2219,0
17273,Fail,60,337,0
17274,Pass,73,842,0
17275,Withdrawn,29,241,0
17276,Pass,80,1047,0
17277,Distinction,92,1221,1
17278,Fail,63,1701,0
17279,Withdrawn,87,243,0
17280,Pass,69,933,0
17281,Withdrawn,55,110,0
17282,Distinction,88,3612,0
17283,Fail,65,277,0
17284,Pass,82,569,0
17285,Pass,88,1484,0
17286,Pass,88,6711,1
17287,Withdrawn,90,133,0
17288,Withdrawn,39,452,0
17289,Pass,73,1939,1
17290,Distinction,91,2434,1
17291,Withdrawn,57,355,0
17292,Pass,57,906,0
17293,Fail,100,222,1
17294,Pass,68,1755,1
17295,Pass,65,1467,0
17296,Pass,57,446,0
17297,Pass,81,813,0
17298,Fail,71,210,0
17299,Pass,63,309,0
17300,Withdrawn,55,282,0
17301,Fail,82,622,0
17302,Distinction,89,1863,0
17303,Pass,73,3314,1
17304,Distinction,92,4961,1
17305,Pass,86,2694,1
17306,Withdrawn,85,1580,0
17307,Distinction,73,1267,0
17308,Pass,51,1302,0
17309,Withdrawn,56,202,0
17310,Distinction,91,2545,1
17311,Pass,85,2831,1
17312,Pass,61,3216,1
17313,Distinction,94,10289,1
17314,Pass,79,3626,1
17315,Withdrawn,70,647,0
17316,Pass,91,2963,1
17317,Distinction,94,1512,1
17318,Withdrawn,66,612,0
17319,Pass,74,956,0
17320,Pass,68,1343,0
17321,Pass,81,3915,1
17322,Pass,89,478,0
17323,Pass,87,8312,1
17324,Pass,84,2807,1
17325,Pass,45,908,0
17326,Fail,83,326,0
17327,Withdrawn,65,971,0
17328,Distinction,95,4089,1
17329,Pass,52,799,0
17330,Pass,70,1525,0
17331,Fail,86,530,0
17332,Distinction,95,6088,1
17333,Withdrawn,74,216,0
17334,Distinction,91,4077,1
17335,Withdrawn,45,359,0
17336,Withdrawn,56,1459,0
17337,Pass,74,651,0
17338,Fail,79,538,0
17339,Pass,50,2472,1
17340,Pass,72,2829,1
17341,Withdrawn,54,1610,0
17342,Fail,72,2383,0
17343,Pass,61,8169,1
17344,Distinction,92,981,1
17345,Pass,85,428,0
17346,Pass,85,7248,1
17347,Withdrawn,44,578,0
17348,Fail,66,626,0
17349,Pass,83,1007,0
17350,Distinction,79,1172,0
17351,Pass,55,1880,1
17352,Pass,84,1206,0
17353,Pass,66,1482,0
17354,Withdrawn,76,848,0
17355,Pass,82,400,0
17356,Pass,86,711,0
17357,Pass,84,491,0
17358,Pass,88,487,0
17359,Pass,84,1292,0
17360,Pass,77,495,0
17361,Pass,67,2492,1
17362,Pass,94,1775,1
17363,Distinction,95,5797,1
17364,Pass,77,3781,1
17365,Pass,68,949,0
17366,Pass,50,3057,1
17367,Withdrawn,56,974,0
17368,Distinction,81,3884,0
17369,Pass,57,464,0
17370,Pass,78,1750,1
17371,Distinction,84,1857,0
17372,Withdrawn,53,129,0
17373,Pass,66,2109,1
17374,Pass,85,1244,0
17375,Pass,78,5873,1
17376,Pass,72,765,0
17377,Distinction,91,2128,1
17378,Withdrawn,85,709,0
17379,Distinction,84,1316,0
17380,Pass,83,371,0
17381,Pass,59,8669,1
17382,Pass,78,1073,0
17383,Fail,76,441,0
17384,Distinction,86,3875,0
17385,Fail,79,1156,0
17386,Pass,91,450,1
17387,Withdrawn,87,1528,0
17388,Withdrawn,57,944,0
17389,Withdrawn,88,3060,0
17390,Pass,96,3704,1
17391,Pass,80,5765,1
17392,Fail,84,3440,0
17393,Pass,80,2223,1
17394,Pass,87,5473,1
17395,Pass,81,1774,1
17396,Pass,72,1439,0
17397,Withdrawn,95,4241,1
17398,Withdrawn,50,100,0
17399,Fail,47,120,0
17400,Pass,91,4264,1
17401,Withdrawn,60,334,0
17402,Pass,84,1142,0
17403,Pass,62,2270,1
17404,Distinction,83,5178,0
17405,Withdrawn,77,364,0
17406,Pass,81,1068,0
17407,Pass,73,3207,1
17408,Fail,43,118,0
17409,Pass,91,2256,1
17410,Withdrawn,50,610,0
17411,Fail,66,1591,0
17412,Pass,95,4898,1
17413,Pass,92,723,1
17414,Distinction,87,6746,0
17415,Distinction,91,8203,1
17416,Fail,57,638,0
17417,Fail,54,1722,0
17418,Withdrawn,76,762,0
17419,Distinction,90,1766,0
17420,Fail,65,185,0
17421,Pass,61,707,0
17422,Pass,76,1060,0
17423,Pass,77,3517,1
17424,Pass,70,392,0
17425,Pass,48,499,0
17426,Fail,80,2419,0
17427,Pass,86,3056,1
17428,Withdrawn,41,212,0
17429,Fail,74,156,0
17430,Distinction,96,3694,1
17431,Distinction,88,1868,0
17432,Withdrawn,75,934,0
17433,Pass,89,2027,1
17434,Pass,71,1121,0
17435,Pass,59,1785,1
17436,Pass,78,215,0
17437,Pass,75,2684,1
17438,Distinction,86,1335,0
17439,Fail,78,871,0
17440,Distinction,92,1759,1
17441,Distinction,94,7109,1
17442,Fail,69,37,0
17443,Distinction,86,651,0
17444,Withdrawn,76,640,0
17445,Withdrawn,56,295,0
17446,Pass,66,1770,1
17447,Pass,86,19415,1
17448,Pass,62,2463,1
17449,Pass,69,1961,1
17450,Pass,81,951,0
17451,Pass,68,1718,1
17452,Distinction,92,1260,1
17453,Fail,66,254,0
17454,Pass,76,432,0
17455,Distinction,89,7825,0
17456,Pass,78,509,0
17457,Pass,78,1888,1
17458,Pass,49,621,0
17459,Pass,69,2753,1
17460,Withdrawn,100,4,1
17461,Pass,67,1760,1
17462,Pass,79,4771,1
17463,Pass,82,1520,0
17464,Withdrawn,72,208,0
17465,Pass,82,1361,0
17466,Withdrawn,85,607,0
17467,Pass,52,96,0
17468,Pass,85,2183,1
17469,Pass,65,654,0
17470,Pass,89,5185,1
17471,Pass,77,4210,1
17472,Pass,88,7769,1
17473,Distinction,61,2394,0
17474,Pass,85,2038,1
17475,Pass,93,5232,1
17476,Pass,59,814,0
17477,Pass,88,2270,1
17478,Pass,75,3052,1
17479,Fail,82,473,0
17480,Fail,80,354,0
17481,Withdrawn,72,266,0
17482,Withdrawn,1,38,0
17483,Pass,78,1004,0
17484,Withdrawn,88,886,0
17485,Pass,74,1978,1
17486,Distinction,91,396,1
17487,Pass,77,1691,1
17488,Distinction,92,1314,1
17489,Pass,90,9420,1
17490,Fail,73,2240,0
17491,Distinction,63,5073,0
17492,Fail,76,1797,0
17493,Withdrawn,55,156,0
17494,Pass,70,2876,1
17495,Pass,76,1866,1
17496,Fail,45,636,0
17497,Pass,75,2326,1
17498,Fail,40,701,0
17499,Distinction,89,4152,0
17500,Pass,78,1615,0
17501,Pass,87,1677,0
17502,Distinction,94,1798,1
17503,Distinction,92,2095,1
17504,Distinction,100,2879,1
17505,Fail,49,338,0
17506,Fail,63,264,0
17507,Pass,86,515,0
17508,Withdrawn,11,56,0
17509,Pass,89,1493,0
17510,Pass,64,428,0
17511,Withdrawn,67,111,0
17512,Distinction,91,698,1
17513,Withdrawn,69,1493,0
17514,Pass,90,897,0
17515,Distinction,88,1408,0
17516,Withdrawn,22,293,0
17517,Distinction,65,1926,0
17518,Pass,93,2417,1
17519,Withdrawn,88,189,0
17520,Pass,84,667,0
17521,Distinction,96,3105,1
17522,Pass,72,933,0
17523,Withdrawn,70,692,0
17524,Pass,86,834,0
17525,Pass,59,600,0
17526,Fail,100,61,1
17527,Distinction,87,750,0
17528,Pass,89,9464,1
17529,Fail,51,122,0
17530,Pass,81,569,0
17531,Withdrawn,89,659,0
17532,Pass,80,2043,1
17533,Pass,76,4815,1
17534,Fail,68,2651,0
17535,Pass,58,737,0
17536,Withdrawn,55,104,0
17537,Fail,80,3865,0
17538,Pass,89,3543,1
17539,Pass,81,1030,0
17540,Withdrawn,83,554,0
17541,Pass,85,3416,1
17542,Fail,78,158,0
17543,Fail,58,168,0
17544,Pass,85,502,0
17545,Fail,73,147,0
17546,Pass,67,1422,0
17547,Pass,75,913,0
17548,Pass,68,2745,1
17549,Pass,82,735,0
17550,Pass,80,1895,1
17551,Fail,69,2948,0
17552,Pass,76,3846,1
17553,Fail,49,73,0
17554,Distinction,97,3841,1
17555,Pass,49,3322,1
17556,Pass,89,847,0
17557,Distinction,91,4293,1
17558,Withdrawn,72,1219,0
17559,Fail,47,5223,0
17560,Withdrawn,90,1222,0
17561,Pass,64,1085,0
17562,Withdrawn,55,403,0
17563,Distinction,88,1317,0
17564,Fail,68,2042,0
17565,Pass,70,369,0
17566,Pass,91,978,1
17567,Withdrawn,83,1983,0
17568,Withdrawn,80,4178,0
17569,Pass,73,2427,1
17570,Pass,67,2335,1
17571,Withdrawn,57,289,0
17572,Pass,82,725,0
17573,Pass,68,5098,1
17574,Withdrawn,47,289,0
17575,Distinction,85,3811,0
17576,Withdrawn,79,1940,0
17577,Distinction,89,2772,0
17578,Pass,80,7234,1
17579,Pass,83,822,0
17580,Pass,82,4767,1
17581,Pass,45,986,0
17582,Pass,95,1940,1
17583,Pass,59,2202,1
17584,Pass,88,6510,1
17585,Distinction,91,4394,1
17586,Distinction,84,1413,0
17587,Withdrawn,76,379,0
17588,Withdrawn,49,755,0
17589,Withdrawn,93,413,1
17590,Pass,51,1761,1
17591,Pass,77,474,0
17592,Pass,82,2001,1
17593,Distinction,87,287,0
17594,Pass,82,1036,0
17595,Fail,85,109,0
17596,Pass,81,2115,1
17597,Distinction,93,2996,1
17598,Pass,83,994,0
17599,Fail,75,793,0
17600,Pass,69,3706,1
17601,Withdrawn,55,126,0
17602,Pass,75,1044,0
17603,Pass,80,473,0
17604,Pass,88,674,0
17605,Distinction,93,1668,1
17606,Fail,100,481,1
17607,Distinction,89,4897,0
17608,Withdrawn,43,993,0
17609,Pass,91,1877,1
17610,Fail,93,389,1
17611,Pass,88,700,0
17612,Withdrawn,33,101,0
17613,Pass,90,2863,1
17614,Distinction,98,2083,1
17615,Pass,53,610,0
17616,Fail,42,354,0
17617,Distinction,64,1249,0
17618,Distinction,90,619,0
17619,Fail,76,81,0
17620,Withdrawn,57,465,0
17621,Pass,75,3997,1
17622,Pass,84,1487,0
17623,Pass,45,2984,1
17624,Pass,75,3049,1
17625,Pass,71,1573,0
17626,Withdrawn,67,1288,0
17627,Distinction,88,705,0
17628,Pass,83,1399,0
17629,Pass,81,2211,1
17630,Distinction,94,4702,1
17631,Withdrawn,51,1740,0
17632,Pass,85,6360,1
17633,Fail,75,269,0
17634,Pass,89,1205,0
17635,Pass,77,1623,0
17636,Pass,82,2675,1
17637,Fail,38,427,0
17638,Pass,50,2693,1
17639,Distinction,89,954,0
17640,Pass,80,1218,0
17641,Fail,81,604,0
17642,Pass,73,3110,1
17643,Pass,87,238,0
17644,Fail,77,109,0
17645,Withdrawn,55,433,0
17646,Pass,85,437,0
17647,Withdrawn,65,498,0
17648,Withdrawn,62,287,0
17649,Pass,88,1961,1
17650,Pass,72,106,0
17651,Distinction,87,5140,0
17652,Pass,84,331,0
17653,Pass,59,798,0
17654,Withdrawn,86,1800,0
17655,Fail,79,914,0
17656,Fail,78,618,0
17657,Withdrawn,68,527,0
17658,Pass,53,2850,1
17659,Withdrawn,57,1399,0
17660,Distinction,88,756,0
17661,Pass,62,171,0
17662,Pass,73,1366,0
17663,Pass,72,845,0
17664,Fail,50,1378,0
17665,Pass,75,1375,0
17666,Pass,54,273,0
17667,Pass,88,4178,1
17668,Pass,86,3240,1
17669,Withdrawn,87,929,0
17670,Withdrawn,70,169,0
17671,Pass,78,4340,1
17672,Fail,69,1121,0
17673,Fail,48,1228,0
17674,Pass,88,251,0
17675,Pass,45,4825,1
17676,Fail,83,372,0
17677,Fail,70,2162,0
17678,Distinction,95,773,1
17679,Pass,68,1083,0
17680,Pass,66,2422,1
17681,Pass,91,7856,1
17682,Distinction,92,3382,1
17683,Fail,68,201,0
17684,Fail,79,300,0
17685,Distinction,98,1237,1
17686,Fail,72,1153,0
17687,Withdrawn,80,1066,0
17688,Pass,75,4235,1
17689,Withdrawn,89,199,0
17690,Fail,56,364,0
17691,Fail,51,709,0
17692,Fail,78,206,0
17693,Withdrawn,1,213,0
17694,Pass,86,5198,1
17695,Distinction,88,5010,0
17696,Fail,85,597,0
17697,Fail,55,20,0
17698,Distinction,86,2880,0
17699,Withdrawn,69,332,0
17700,Fail,93,558,1
17701,Withdrawn,70,168,0
17702,Pass,85,989,0
17703,Distinction,71,2722,0
17704,Withdrawn,76,2223,0
17705,Pass,60,2304,1
17706,Distinction,89,803,0
17707,Pass,74,2965,1
17708,Pass,87,6403,1
17709,Withdrawn,64,441,0
17710,Withdrawn,83,227,0
17711,Pass,72,9998,1
17712,Withdrawn,57,295,0
17713,Pass,85,2037,1
17714,Pass,82,1934,1
17715,Fail,46,2059,0
17716,Pass,72,3170,1
17717,Fail,69,800,0
